Sacc Rate Blocks,Sacc Rate Paint,Head Rate Blocks,Head Rate Paint,Blink Rate Blocks,Blink Rate Paint
2.1102530834607,1.46708033565105,0.813290849865563,0.521328714591719,0.227205062819586,0.207304830037648
2.32898275660714,1.44196212793651,0.78104510979267,0.356901577572782,0.266245275252088,0.188220720239501
2.68594289642926,1.39780282884829,0.989862576054747,0.395768691428732,0.253254314049095,0.213106218461625
2.87428332202542,2.12917194178948,0.986317377687276,0.462380208699323,0.245093926684338,0.112038281338682
2.83226052735486,2.32331639208805,0.938373760197753,0.588973084253391,0.257088701424042,0.127697704108036
2.90326138895721,2.34073546101812,0.905895689910115,0.555109400352904,0.131855437345408,0.0797154491368401
2.53007919073348,2.01352901491917,1.05483281575625,0.622640859296632,0.363429793663918,0.262091586652702
2.5792188053404,1.64240908106805,0.967683274086353,0.526651216128705,0.379072778628316,0.209310098717819
2.64857204434205,1.75120672345382,0.83755680003519,0.598153884369547,0.117781425004949,0.143359195427412
2.59188224299754,2.13341013579701,0.716115066215649,0.496403412621442,0.117160728696383,0.0963890121595033
2.43945518353593,2.21695748222237,0.908745816075865,0.561326830537121,0.260776820034489,0.124030549676763
2.01993326041575,1.82562732824044,1.00761239563862,0.542396525056943,0.34842671624887,0.163159930301682
2.46245403000819,1.76844520677515,0.943732382058978,0.576987903045458,0.176559203928252,0.218074168080173
2.62927978137805,1.24928669415486,1.02276869665231,0.351620427162793,0.393497654355898,0.156160836769358
